,input_file,sample,processed_sample,processed_sample_(scientific),status,matched_component
0,../data/AK/20.ann,1 bagel,bagel,bagel,Full Term Match,'bagel:FOODON_03309554'
1,../data/AK/20.ann,2 egg,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
2,../data/AK/20.ann,3 cheddar cheese,cheddar cheese,cheddar cheese,Full Term Match,'cheddar cheese:FOODON_03302458'
3,../data/AK/20.ann,4 deli ham,deli ham,deli ham,Component Match,'ham food product:FOODON_00002502'
4,../data/AK/20.ann,5 deli roast beef,deli roast beef,deli roast beef,Component Match,'roast beef:FOODON_00002734'
5,../data/AK/20.ann,6 any lunch meat,lunch meat,any lunch meat,Full Term Match,'luncheon meat:FOODON_03310675'
0,../data/AK/43.ann,1 almonds,almond,almond {prunus dulcis},Full Term Match,'almond (whole
0,../data/AK/43.ann,1 almonds,almond,almond {prunus dulcis},Full Term Match, raw):FOODON_03301355'
1,../data/AK/43.ann,2 bacon,bacon,bacon,Full Term Match,'bacon food product:FOODON_00001061'
2,../data/AK/43.ann,3 cheddar cheese,cheddar cheese,cheddar cheese,Full Term Match,'cheddar cheese:FOODON_03302458'
3,../data/AK/43.ann,4 onions,onion,onion {allium cepa},Full Term Match,'allium cepa:NCBITAXON_4679'
0,../data/AK/3.ann,1 graham cracker,graham cracker,graham cracker,Component Match,'cracker:FOODON_00002711'
1,../data/AK/3.ann,2 milk chocolate candy bars,milk chocolate candy bar,milk chocolate candy bar,Full Term Match,'milk chocolate bar:FOODON_00003879'
2,../data/AK/3.ann,3 marshmallows,marshmallow,marshmallow {althaea officinalis},Full Term Match,'marshmallow:FOODON_03305639'
3,../data/AK/3.ann,4 blueberries,blueberry,blueberry,Full Term Match,'blueberry (whole
3,../data/AK/3.ann,4 blueberries,blueberry,blueberry,Full Term Match, raw):FOODON_03302045'
4,../data/AK/3.ann,5 strawberry slices,strawberry slice,strawberry {fragaria x ananassa} slice,Component Match,'strawberry (whole
4,../data/AK/3.ann,5 strawberry slices,strawberry slice,strawberry {fragaria x ananassa} slice,Component Match, raw):FOODON_03301722'
0,../data/AK/7.ann,1 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
1,../data/AK/7.ann,2 carrots,carrot,carrot {daucus carota},Full Term Match,'carrot root (whole
1,../data/AK/7.ann,2 carrots,carrot,carrot {daucus carota},Full Term Match, raw):FOODON_03301570'
2,../data/AK/7.ann,3 carrots,carrot,carrot {daucus carota},Full Term Match,'carrot root (whole
2,../data/AK/7.ann,3 carrots,carrot,carrot {daucus carota},Full Term Match, raw):FOODON_03301570'
3,../data/AK/7.ann,4 canning salt,canning salt,canning salt,Component Match,'salt:CHEBI_24866'
4,../data/AK/7.ann,5 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
5,../data/AK/7.ann,6 water,water,water,Full Term Match,'water:CHEBI_15377'
6,../data/AK/7.ann,7 orange juice,orange juice,orange juice,Full Term Match,'orange juice:FOODON_03301103'
0,../data/AK/15.ann,1 cheddar cheese,cheddar cheese,cheddar cheese,Full Term Match,'cheddar cheese:FOODON_03302458'
1,../data/AK/15.ann,2 horseradish mustard,horseradish mustard,horseradish mustard,Component Match,'horseradish:FOODON_03316284'
1,../data/AK/15.ann,2 horseradish mustard,horseradish mustard,horseradish mustard,Component Match, 'mustard food product:FOODON_00002053'
2,../data/AK/15.ann,3 hot dogs,hot dog,hot dog,Full Term Match,'hot dog:FOODON_00001009'
3,../data/AK/15.ann,4 beans,bean,bean,Full Term Match,'bean (whole):FOODON_00002753'
4,../data/AK/15.ann,5 mustard yellow,mustard yellow,mustard yellow,Component Match,'mustard food product:FOODON_00002053'
5,../data/AK/15.ann,6 potato,potato,potato {solanum tuberosum},Full Term Match,'potato (whole
5,../data/AK/15.ann,6 potato,potato,potato {solanum tuberosum},Full Term Match, raw):FOODON_03301449'
6,../data/AK/15.ann,7 tater tots,tater tot,tater tot,Full Term Match,'tater tot:FOODON_03311863'
0,../data/AK/38.ann,1 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
1,../data/AK/38.ann,2 balsamic vinegar,balsamic vinegar,balsamic vinegar,Component Match,'vinegar:FOODON_03301705'
2,../data/AK/38.ann,3 basil,basil,basil {ocimum basilicum},Full Term Match,'basil (whole or parts):FOODON_03000233'
3,../data/AK/38.ann,4 corn,corn,corn {zea mays subsp. mays},Full Term Match,'vegetable corn food product:FOODON_00001765'
4,../data/AK/38.ann,5 corn,corn,corn {zea mays subsp. mays},Full Term Match,'vegetable corn food product:FOODON_00001765'
5,../data/AK/38.ann,6 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match,'tomato (whole
5,../data/AK/38.ann,6 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match, raw):FOODON_03309927'
6,../data/AK/38.ann,7 cherry tomatoes,cherry tomato,cherry tomato {solanum lycopersicum},Full Term Match,'miniature tomato (whole):FOODON_00003773'
0,../data/AK/49.ann,1 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
1,../data/AK/49.ann,2 pepper,pepper,pepper,Full Term Match,'sweet yellow bell pepper (whole):FOODON_00003548'
2,../data/AK/49.ann,3 vinegar,vinegar,vinegar,Full Term Match,'vinegar:FOODON_03301705'
3,../data/AK/49.ann,4 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
4,../data/AK/49.ann,5 cabbage,cabbage,cabbage,Full Term Match,'cabbage head (raw):FOODON_03301326'
5,../data/AK/49.ann,6 onion,onion,onion {allium cepa},Full Term Match,'allium cepa:NCBITAXON_4679'
6,../data/AK/49.ann,7 apple,apple,apple {malus domestica},Full Term Match,'apple (whole):FOODON_00002473'
0,../data/AK/27.ann,1 cinnamon,cinnamon,cinnamon {cinnamomum verum},Full Term Match,'cinnamon:FOODON_03301175'
1,../data/AK/27.ann,2 pear,pear,pear {pyrus communis},Full Term Match,'pear (whole
1,../data/AK/27.ann,2 pear,pear,pear {pyrus communis},Full Term Match, raw):FOODON_03301724'
2,../data/AK/27.ann,3 honey,honey,honey,Full Term Match,'honey:UBERON_0036016'
3,../data/AK/27.ann,4 vanilla extract,vanilla extract,vanilla extract,Component Match,'vanilla:NCBITAXON_51238'
4,../data/AK/27.ann,5 chai tea,tea,tea,Full Term Match,'tea food product:FOODON_03315081'
5,../data/AK/27.ann,6 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
0,../data/AK/11.ann,1 whipped cream,whipped cream,whipped cream,Full Term Match,'whipped cream:FOODON_03302897'
1,../data/AK/11.ann,2 coffee,coffee,coffee,Full Term Match,'coffee (liquid drink):FOODON_03301036'
2,../data/AK/11.ann,3 tequila,tequila,tequila,Full Term Match,'tequila:FOODON_03304704'
3,../data/AK/11.ann,4 Kahlua,kahlua,kahlua,No Match,
0,../data/AK/5.ann,1 onion,onion,onion {allium cepa},Full Term Match,'allium cepa:NCBITAXON_4679'
1,../data/AK/5.ann,2 curry powder,curry powder,curry powder,Full Term Match,'curry powder:FOODON_03301842'
2,../data/AK/5.ann,3 chicken,chicken,chicken {gallus gallus},Full Term Match,'chicken:FOODON_03411457'
3,../data/AK/5.ann,4 TACO BELL® Thick & Chunky Salsa,taco bell® thick and chunky salsa,taco bell® thick and chunky salsa,Component Match,'salsa:FOODON_03310086'
3,../data/AK/5.ann,4 TACO BELL® Thick & Chunky Salsa,taco bell® thick and chunky salsa,taco bell® thick and chunky salsa,Component Match, 'taco:FOODON_03307744'
4,../data/AK/5.ann,5 Sour Cream,sour cream,sour cream,Full Term Match,'sour cream:FOODON_03302515'
5,../data/AK/5.ann,6 Sour Cream,sour cream,sour cream,Full Term Match,'sour cream:FOODON_03302515'
0,../data/AK/21.ann,1 baking soda,baking soda,baking soda,Full Term Match,'baking soda product:FOODON_00002385'
1,../data/AK/21.ann,2 flour,flour,flour,Full Term Match,'flour food product:FOODON_00001056'
2,../data/AK/21.ann,3 vanilla,vanilla,vanilla,Full Term Match,'vanilla:NCBITAXON_51238'
3,../data/AK/21.ann,4 vinegar,vinegar,vinegar,Full Term Match,'vinegar:FOODON_03301705'
4,../data/AK/21.ann,5 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
5,../data/AK/21.ann,6 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
0,../data/AK/23.ann,1 marshmallows,marshmallow,marshmallow {althaea officinalis},Full Term Match,'marshmallow:FOODON_03305639'
1,../data/AK/23.ann,2 Kahlua,kahlua,kahlua,No Match,
2,../data/AK/23.ann,3 vanilla vodka,vanilla vodka,vanilla vodka,Component Match,'vanilla:NCBITAXON_51238'
2,../data/AK/23.ann,3 vanilla vodka,vanilla vodka,vanilla vodka,Component Match, 'vodka:FOODON_03305518'
3,../data/AK/23.ann,4 creme de cacao,creme de cacao,creme de cacao,Component Match,'cacao food product:FOODON_00001215'
4,../data/AK/23.ann,5 chocolate,chocolate,chocolate,Full Term Match,'chocolate:FOODON_03307240'
0,../data/AK/40.ann,1 thyme leaves,thyme leaves,thyme {thymus vulgaris} leaves,Component Match,'thyme food product:FOODON_00002312'
1,../data/AK/40.ann,2 turkey,turkey,turkey {meleagris gallopavo},Full Term Match,'turkey (whole
1,../data/AK/40.ann,2 turkey,turkey,turkey {meleagris gallopavo},Full Term Match, raw):FOODON_00002805'
2,../data/AK/40.ann,3 pepper,pepper,pepper,Full Term Match,'sweet yellow bell pepper (whole):FOODON_00003548'
3,../data/AK/40.ann,4 orange,orange,orange,Full Term Match,'orange (whole
3,../data/AK/40.ann,4 orange,orange,orange,Full Term Match, raw):FOODON_03309832'
4,../data/AK/40.ann,5 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
5,../data/AK/40.ann,6 kosher salt,kosher salt,kosher salt,Component Match,'salt:CHEBI_24866'
0,../data/AK/13.ann,1 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
1,../data/AK/13.ann,2 lemon juice,lemon juice,lemon juice,Full Term Match,'lemon juice:FOODON_03305428'
2,../data/AK/13.ann,3 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
3,../data/AK/13.ann,4 cumin,cumin,cumin,Full Term Match,'cumin seed (whole):FOODON_00003396'
4,../data/AK/13.ann,5 garlic,garlic,garlic {allium sativum},Full Term Match,'garlic bulb (whole
4,../data/AK/13.ann,5 garlic,garlic,garlic {allium sativum},Full Term Match, raw):FOODON_03305208'
5,../data/AK/13.ann,6 pepper,pepper,pepper,Full Term Match,'sweet yellow bell pepper (whole):FOODON_00003548'
6,../data/AK/13.ann,7 garbanzo beans,garbanzo bean,garbanzo {cicer arietinum} bean,Full Term Match,'10540 - chickpeas (without pods) (efsa foodex2):FOODON_03541054'
0,../data/AK/39.ann,1 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
1,../data/AK/39.ann,2 pineapple slices,pineapple slice,pineapple {ananas comosus} slice,Component Match,'pineapple (whole
1,../data/AK/39.ann,2 pineapple slices,pineapple slice,pineapple {ananas comosus} slice,Component Match, raw):FOODON_03301831'
2,../data/AK/39.ann,3 swiss cheese,swiss cheese,swiss cheese,Full Term Match,'swiss cheese:FOODON_03303659'
3,../data/AK/39.ann,4 ham,ham,ham,Full Term Match,'ham food product:FOODON_00002502'
4,../data/AK/39.ann,5 sandwich bread,sandwich bread,sandwich bread,Component Match,'bread and similar products (eurofir):FOODON_03400817'
4,../data/AK/39.ann,5 sandwich bread,sandwich bread,sandwich bread,Component Match, 'sandwich:FOODON_03301906'
5,../data/AK/39.ann,6 basil,basil,basil {ocimum basilicum},Full Term Match,'basil (whole or parts):FOODON_03000233'
0,../data/AK/0.ann,1 rum,rum,rum,Full Term Match,'rum:FOODON_03301614'
1,../data/AK/0.ann,2 Tia Maria,tia maria,tia {tacca leontopetaloides} maria,No Match,
2,../data/AK/0.ann,3 triple sec,triple sec,triple sec,Full Term Match,'triple sec:FOODON_00002551'
3,../data/AK/0.ann,4 orange juice,orange juice,orange juice,Full Term Match,'orange juice:FOODON_03301103'
0,../data/AK/41.ann,1 cream cheese,cream cheese,cream cheese,Full Term Match,'cream cheese:FOODON_03301889'
1,../data/AK/41.ann,2 cake mix,cake mixture,cake mixture,Component Match,'cake food product:FOODON_00001278'
1,../data/AK/41.ann,2 cake mix,cake mixture,cake mixture,Component Match, 'mixture:CHEBI_60004'
2,../data/AK/41.ann,3 chocolates,chocolate,chocolate,Full Term Match,'chocolate:FOODON_03307240'
3,../data/AK/41.ann,4 candy sprinkles,candy sprinkle,candy sprinkle,Component Match,'candy:FOODON_03301051'
0,../data/AK/17.ann,1 milk,milk,milk,Full Term Match,'lowfat cow milk (1% fat):FOODON_00002815'
1,../data/AK/17.ann,2 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
2,../data/AK/17.ann,3 cheese,cheese,cheese,Full Term Match,'cheese food product:FOODON_00001013'
3,../data/AK/17.ann,4 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
4,../data/AK/17.ann,5 baking powder,baking powder,baking powder,Full Term Match,'baking powder:FOODON_03301940'
5,../data/AK/17.ann,6 flour,flour,flour,Full Term Match,'flour food product:FOODON_00001056'
0,../data/AK/19.ann,1 lemon,lemon,lemon,Full Term Match,'lemon (whole
0,../data/AK/19.ann,1 lemon,lemon,lemon,Full Term Match, raw):FOODON_03301441'
1,../data/AK/19.ann,2 chickpeas,chickpea,chickpea {cicer arietinum},Full Term Match,'chickpea (whole):FOODON_03306811'
2,../data/AK/19.ann,3 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
3,../data/AK/19.ann,4 garlic,garlic,garlic {allium sativum},Full Term Match,'garlic bulb (whole
3,../data/AK/19.ann,4 garlic,garlic,garlic {allium sativum},Full Term Match, raw):FOODON_03305208'
4,../data/AK/19.ann,5 pepper flakes,pepper flakes,pepper flakes,Component Match,'sweet yellow bell pepper (whole):FOODON_00003548'
0,../data/AK/16.ann,1 salmon steaks,salmon steak,salmon steak,Component Match,'salmon:FOODON_00003473'
1,../data/AK/16.ann,2 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
2,../data/AK/16.ann,3 lemon juice,lemon juice,lemon juice,Full Term Match,'lemon juice:FOODON_03305428'
3,../data/AK/16.ann,4 spring onion,spring onion,spring onion {allium cepa},Full Term Match,'welsh onion (whole):FOODON_00003172'
4,../data/AK/16.ann,5 limoncello,limoncello,limoncello,No Match,
5,../data/AK/16.ann,6 oregano,oregano,oregano {origanum vulgare},Full Term Match,'12710 - marjoram
5,../data/AK/16.ann,6 oregano,oregano,oregano {origanum vulgare},Full Term Match, dry (efsa foodex2):FOODON_03541271'
6,../data/AK/16.ann,7 parsley,parsley,parsley,Full Term Match,'parsley leaf (whole):FOODON_00002942'
0,../data/AK/6.ann,1 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
1,../data/AK/6.ann,2 garlic salt,garlic salt,garlic {allium sativum} salt,Full Term Match,'garlic salt:FOODON_03307739'
2,../data/AK/6.ann,3 seasoning salt,seasoning salt,seasoning salt,Full Term Match,'seasoning salt:FOODON_03306222'
3,../data/AK/6.ann,4 pepper,pepper,pepper,Full Term Match,'sweet yellow bell pepper (whole):FOODON_00003548'
4,../data/AK/6.ann,5 sour cream,sour cream,sour cream,Full Term Match,'sour cream:FOODON_03302515'
5,../data/AK/6.ann,6 chives,chive,chive {allium schoenoprasum},Full Term Match,'chive leaf (whole
5,../data/AK/6.ann,6 chives,chive,chive {allium schoenoprasum},Full Term Match, raw):FOODON_03311167'
6,../data/AK/6.ann,7 baking potatoes,baking potato,baking potato {solanum tuberosum},Component Match,'potato (whole
6,../data/AK/6.ann,7 baking potatoes,baking potato,baking potato {solanum tuberosum},Component Match, raw):FOODON_03301449'
0,../data/AK/29.ann,1 brown rice syrup,brown rice syrup,brown rice {oryza sativa} syrup,Component Match,'brown rice:FOODON_00003436'
0,../data/AK/29.ann,1 brown rice syrup,brown rice syrup,brown rice {oryza sativa} syrup,Component Match, 'rice syrup:FOODON_03307722'
1,../data/AK/29.ann,2 hone,hone,hone,No Match,
2,../data/AK/29.ann,3 peanut butter,peanut butter,peanut {arachis hypogaea} butter,Full Term Match,'peanut butter:FOODON_03306867'
3,../data/AK/29.ann,4 peanuts,peanut,peanut {arachis hypogaea},Full Term Match,'peanut (whole):FOODON_00003206'
4,../data/AK/29.ann,5 seeds,seed,seed,Full Term Match,'seed:PO_0009010'
5,../data/AK/29.ann,6 rolled oats,rolled oat,rolled oat,Component Match,'whole oats (raw):FOODON_03309855'
0,../data/AK/47.ann,1 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
1,../data/AK/47.ann,2 oil,oil,oil,Full Term Match,'oil:FOODON_03310387'
2,../data/AK/47.ann,3 marshmallow,marshmallow,marshmallow {althaea officinalis},Full Term Match,'marshmallow:FOODON_03305639'
3,../data/AK/47.ann,4 graham cracker,graham cracker,graham cracker,Component Match,'cracker:FOODON_00002711'
4,../data/AK/47.ann,5 chocolate cake mix,chocolate cake mixture,chocolate cake mixture,Component Match,'chocolate cake:FOODON_03305417'
4,../data/AK/47.ann,5 chocolate cake mix,chocolate cake mixture,chocolate cake mixture,Component Match, 'mixture:CHEBI_60004'
0,../data/AK/50.ann,1 lime,lime,lime,Full Term Match,'lime (whole
0,../data/AK/50.ann,1 lime,lime,lime,Full Term Match, raw):FOODON_03305086'
1,../data/AK/50.ann,2 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
2,../data/AK/50.ann,3 steak seasoning,steak seasoning,steak seasoning,Component Match,'seasoning:FOODON_03301189'
3,../data/AK/50.ann,4 flank steak,flank steak,flank steak,No Match,
0,../data/AK/1.ann,1 maple syrup,maple syrup,maple syrup,Full Term Match,'maple syrup:FOODON_03301848'
1,../data/AK/1.ann,2 vanilla,vanilla,vanilla,Full Term Match,'vanilla:NCBITAXON_51238'
2,../data/AK/1.ann,3 cinnamon,cinnamon,cinnamon {cinnamomum verum},Full Term Match,'cinnamon:FOODON_03301175'
3,../data/AK/1.ann,4 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
4,../data/AK/1.ann,5 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
5,../data/AK/1.ann,6 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
6,../data/AK/1.ann,7 with icing cinnamon roll,with icing cinnamon roll,with icing cinnamon {cinnamomum verum} roll,Component Match,'cinnamon roll:FOODON_03302318'
6,../data/AK/1.ann,7 with icing cinnamon roll,with icing cinnamon roll,with icing cinnamon {cinnamomum verum} roll,Component Match, 'icing (food product):FOODON_03301932'
0,../data/AK/33.ann,1 ice cubes,ice cube,ice cube,Component Match,'ice:ENVO_01001125'
1,../data/AK/33.ann,2 lemon juice,lemon juice,lemon juice,Full Term Match,'lemon juice:FOODON_03305428'
2,../data/AK/33.ann,3 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
3,../data/AK/33.ann,4 watermelon,watermelon,watermelon,Full Term Match,'watermelon (whole
3,../data/AK/33.ann,4 watermelon,watermelon,watermelon,Full Term Match, raw):FOODON_03301040'
4,../data/AK/33.ann,5 mint,mint,mint,Full Term Match,'mint (whole or parts):FOODON_03000237'
0,../data/AK/42.ann,1 all purpose flour,purpose flour,all purpose flour,Component Match,'flour food product:FOODON_00001056'
1,../data/AK/42.ann,2 baking powder,baking powder,baking powder,Full Term Match,'baking powder:FOODON_03301940'
2,../data/AK/42.ann,3 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
3,../data/AK/42.ann,4 confectioners' sugar,confectioner sugar,confectioner sugar,Component Match,'sugar:FOODON_03420108'
4,../data/AK/42.ann,5 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
5,../data/AK/42.ann,6 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
6,../data/AK/42.ann,7 vanilla extract,vanilla extract,vanilla extract,Component Match,'vanilla:NCBITAXON_51238'
0,../data/AK/18.ann,1 himalayan sea salt,himalayan sea salt,himalayan sea salt,Component Match,'salt:CHEBI_24866'
0,../data/AK/18.ann,1 himalayan sea salt,himalayan sea salt,himalayan sea salt,Component Match, 'sea:ENVO_00000016'
1,../data/AK/18.ann,2 jalapeño,jalapeño,jalapeño,No Match,
2,../data/AK/18.ann,3 coconut water,coconut water,coconut water,Component Match,'coconut (whole):FOODON_00003449'
2,../data/AK/18.ann,3 coconut water,coconut water,coconut water,Component Match, 'water:CHEBI_15377'
3,../data/AK/18.ann,4 cucumber,cucumber,cucumber,Full Term Match,'cucumber (whole
3,../data/AK/18.ann,4 cucumber,cucumber,cucumber,Full Term Match, raw):FOODON_03301545'
4,../data/AK/18.ann,5 celery,celery,celery {apium graveolens dulce group},Full Term Match,'celery stalk (whole
4,../data/AK/18.ann,5 celery,celery,celery {apium graveolens dulce group},Full Term Match, raw):FOODON_03301727'
0,../data/AK/12.ann,1 baking powder,baking powder,baking powder,Full Term Match,'baking powder:FOODON_03301940'
1,../data/AK/12.ann,2 5 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
2,../data/AK/12.ann,3 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
3,../data/AK/12.ann,4 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
4,../data/AK/12.ann,5 all purpose flour,purpose flour,all purpose flour,Component Match,'flour food product:FOODON_00001056'
0,../data/AK/48.ann,1 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
1,../data/AK/48.ann,2 oil,oil,oil,Full Term Match,'oil:FOODON_03310387'
2,../data/AK/48.ann,3 popcorn,popcorn,popcorn,Full Term Match,'popcorn food product:FOODON_00003139'
3,../data/AK/48.ann,4 peanuts,peanut,peanut {arachis hypogaea},Full Term Match,'peanut (whole):FOODON_00003206'
4,../data/AK/48.ann,5 plain chocolate candy,plain chocolate candy,plain chocolate candy,Component Match,'30350 - bitter chocolate (efsa foodex2):FOODON_03543035'
4,../data/AK/48.ann,5 plain chocolate candy,plain chocolate candy,plain chocolate candy,Component Match, 'chocolate candy:FOODON_03400288'
5,../data/AK/48.ann,6 marshmallows,marshmallow,marshmallow {althaea officinalis},Full Term Match,'marshmallow:FOODON_03305639'
0,../data/AK/14.ann,1 water,water,water,Full Term Match,'water:CHEBI_15377'
1,../data/AK/14.ann,2 lemon juice,lemon juice,lemon juice,Full Term Match,'lemon juice:FOODON_03305428'
2,../data/AK/14.ann,3 basil pesto,basil pesto,basil {ocimum basilicum} pesto,Component Match,'basil (whole or parts):FOODON_03000233'
2,../data/AK/14.ann,3 basil pesto,basil pesto,basil {ocimum basilicum} pesto,Component Match, 'pesto sauce:FOODON_03310218'
3,../data/AK/14.ann,4 cumin,cumin,cumin,Full Term Match,'cumin seed (whole):FOODON_00003396'
4,../data/AK/14.ann,5 garlic,garlic,garlic {allium sativum},Full Term Match,'garlic bulb (whole
4,../data/AK/14.ann,5 garlic,garlic,garlic {allium sativum},Full Term Match, raw):FOODON_03305208'
5,../data/AK/14.ann,6 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
6,../data/AK/14.ann,7 garbanzo beans,garbanzo bean,garbanzo {cicer arietinum} bean,Full Term Match,'10540 - chickpeas (without pods) (efsa foodex2):FOODON_03541054'
0,../data/AK/31.ann,1 whipped cream,whipped cream,whipped cream,Full Term Match,'whipped cream:FOODON_03302897'
